"Unnamed: 0","annotation_id","annotator","comm_aesthetic","correctness","country_patriotism","created_at","danger_decline","dict_lit","emo_som","error_mention","facts","full_text","id","language","lead_time","ling_element","offensive","other","personal_quality","questions","sarcasm","sentiment","target","threats","updated_at","visual_mocking","word_jokes"
518,1040,"1","","","","2025-09-11T13:01:00.454331Z","","","","","","Jan Wróbel: skąd wiadomo, że „PRZYSŁOWIOWY Dariusz Joński czy Michał Szczerba nie zadawaliby trudnych pytań” @użytkownik Czy Panowie @użytkownik i @użytkownik znają o sobie jakieś przysłowia? Jakiś śledczy wunderteam? #polszczyzna",5564,"yes",51.958,"WORD","","","","","SARC","NEG","MENTION","CONS","2025-09-11T13:01:00.454359Z","MOCK",""
520,1041,"1","AEST","","","2025-09-11T13:02:20.203481Z","","","","","","Wyświechtana piosenka. @użytkownik Ale poza tym bardzo dobra #polszczyzna i refleks. #debatadnia @użytkownik",5565,"yes",77.94,"PHEN","","","","","","POS","MENTION","","2025-09-11T13:02:20.203511Z","",""
521,1042,"1","","","","2025-09-11T13:02:38.691280Z","","","","","","Zamiast o Świętach lub o wolności słowa — szport i #polszczyzna.Jak jednym słowem określa się pływaka startującego w zawodach stylem grzbietowym?",5566,"yes",16.075,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T13:02:38.691311Z","",""
522,1043,"1","","","","2025-09-11T13:03:20.365450Z","","","","","","Językowe pytanie o rodzaj. #polszczyznaLex TVN:",5567,"yes",37.739,"{""choices"":[""WORD"",""INVIS""]}","","","","QSUR","","NEU","MENTION","","2025-09-11T13:03:20.365482Z","",""
523,1044,"1","AEST","COR","","2025-09-11T13:03:53.968093Z","","","","","","Podoba mi się sposób, w jaki @użytkownik wymawia słowo ""środki"". Jest jedną z niewielu osób, które nie mówią o ""sierotkach"", gdy mają na myśli ""środki"".Duży szacunek za to.#polszczyzna #język #polski #wymowa",5568,"yes",31.807,"WORD","","","","","","POS","MENTION","","2025-09-11T13:03:53.968122Z","",""
524,1045,"1","","","","2025-09-11T13:04:08.386226Z","","","","","","Kolejna odsłona KULISÓW rządzenia (Anita Werner @użytkownik).#polszczyzna #fleksja",5569,"yes",12.639,"WORD","","","","","","NEG","MENTION","","2025-09-11T13:04:08.386255Z","MOCK",""
525,1046,"1","","","","2025-09-11T13:06:21.394948Z","","","","","","Mój temat to #polszczyzna. Niekiedy sportowa. Napisał (po międzynarodowemu) @użytkownik:„Magnus Carlsen mistrzem świata w szachach. Znów.Po raz piąty z rzędu.To była deklasacja - 7,5 - 3,5Ian Nepomniachtchi był tłem.”A jak Państwo by zapisali nazwisko rosyjskiego szachisty?",5570,"yes",130.832,"WORD","","","","QSUR","","NEU","{""choices"":[""DIRECT"",""MENTION""]}","","2025-09-11T13:06:21.394978Z","",""
526,1047,"1","AEST","COR","","2025-09-11T13:06:41.190513Z","","","","","","Pytanie o lotniczo-żeglarsko-ornitologiczne powiedzenie POCZUĆ WIATR W SKRZYDŁACH. Czy to ma sens? Czy to dobra #polszczyzna?",5571,"yes",21.083,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T13:06:45.205014Z","",""
527,1048,"1","","COR","","2025-09-11T13:07:35.810425Z","","","","","",".@użytkownik w @użytkownik mówi, żeby Mejza oczyścił się z zarzutów, które ""wszyscy mamy"".Nie, zarzuty to on może ""ma"" albo ""będzie miał"". My mu je wszyscy co najwyżej ""stawiamy"" :)#polski #polszczyzna",5572,"yes",45.733,"WORD","","","","","","NEG","MENTION","CONS","2025-09-11T13:07:35.810459Z","",""
528,1049,"1","","","","2025-09-11T13:08:08.866335Z","","","","","","Nie wiem, czy #polszczyzna się z technologią lubi. Gdy nam program nie działa, to dzwonimy",5573,"yes",30.625,"INVIS","","","","QSUR","","NEU","NO","","2025-09-11T13:08:08.866364Z","",""
530,1050,"1","","","","2025-09-11T13:09:13.260832Z","","","","","","Jacek Żakowski mówi, że premier opowiada o Inflantach, tj. o odszkodowaniach wojennych od Niemiec.Czy to nie miały być Niderlandy? @użytkownik #polszczyzna",5574,"no",62.204,"","","","","","","","","","2025-09-11T13:09:13.260861Z","",""
531,1051,"1","","","","2025-09-11T13:09:29.392477Z","","","","","","Pytanie jest o język. #polszczyznaGrozi atak...",5575,"yes",14.374,"INVIS","","","","QSUR","","NEU","NO","","2025-09-11T13:09:29.392506Z","",""
532,1052,"1","","","","2025-09-11T13:09:51.311445Z","","","","","","Przedmiotem zainteresowania mego jak zwykle #polszczyzna.Czy wyrazy ZIEMIA i CHEMIA się rymują?",5576,"yes",20.142,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T13:09:51.311473Z","",""
533,1053,"1","","","","2025-09-11T13:10:26.973710Z","","","","","","Dzień dobry. Jak zwykle #polszczyzna. Najbardziej zależy mi na odpowiedziach od tych z Państwa, którzy danej formy używają, bo mają do czynienia z sytuacją.Jeśli stanowisko WÓJTA piastuje kobieta, to jest to:",5577,"yes",35.704,"{""choices"":[""WORD"",""INVIS""]}","","","","QSUR","","NEU","DIRECT","","2025-09-13T18:26:34.200955Z","",""
535,1054,"1","","","","2025-09-11T13:10:43.831242Z","","","","CIT","","Nie uda osiągnąć się pułapu...#polszczyzna",5578,"yes",14.286,"WORD","","","","","","NEG","NO","","2025-09-11T13:10:43.831272Z","",""
537,1055,"1","","","","2025-09-11T13:11:22.798692Z","","","","","","Pytanie dla znających angielski. Gdy mężczyzna ma nazwisko Drew, to czyj przypadek omawiamy? #polszczyzna",5579,"yes",36.749,"WORD","","","","QSUR","","NEU","MENTION","","2025-09-11T13:11:22.798722Z","",""
538,1056,"1","","","PATR","2025-09-11T13:12:02.639407Z","DCLN","","ESOM","","","Proponuję, żeby się nie śmiać ze słowa KAGANIEC, bo to Słowacki je zrymował z kamieniami rzucanymi na szaniec. KRUŻGANEK zaś to germanizm. Zgroza. #polszczyzna",5580,"yes",35.273,"WORD","","","","","","NEG","NO","","2025-09-11T13:12:02.639436Z","",""
539,1057,"1","","","","2025-09-11T13:12:35.488445Z","","","","","","Podobno bardzo się szerzy wśród młodzieży słowo FLEKS, związane z jakimś luksusem. Będę wdzięczny, jeśli Państwo łaskawie zapytają Wnucząt, azali to prawda. #polszczyzna",5581,"yes",30.703,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-11T13:12:35.488475Z","",""
540,1058,"1","","","","2025-09-11T13:12:50.826761Z","","","","","","W ramach obrony status quo. #polszczyzna Co U Państwa znaczy słowo SKIEŁ?",5582,"yes",13.152,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-11T13:12:50.826789Z","",""
541,1059,"1","","COR","PATR","2025-09-11T13:13:51.314497Z","","","","","","Wracając jeszcze do naszej ojczyzny polszczyzny. Umówmy się: Dzieci adOptujemy, budynki adAptujemy. (adopcja, adaptacja)Pytanie się formUŁUje, rząd formUje. (formułowanie, formowanie)#polszczyzna",5583,"yes",57.581,"WORD","","","","","","NEU","NO","","2025-09-11T13:13:51.314526Z","MOCK",""
542,1060,"1","","","","2025-09-11T13:17:46.651061Z","","","ESOM","","","Czy tylko mi działa na nerwy pleniące się ""góralskie"" akcentowanie wyrazów na pierwszą sylabę? WŁAdysław Kowalski, przepisy ZAostrzone, ZŁAgodzone, deficyt BUdżetowy. Brrrr#polszczyzna",5584,"yes",232.984,"{""choices"":[""PHEN"",""WORD""]}","","","","","","NEG","NO","","2025-09-11T13:17:46.651092Z","MOCK",""
543,1061,"1","","","","2025-09-11T13:18:03.915752Z","","","","","","Co to właściwie znaczy: przez nogę i znowu mogę?#polszczyzna",5585,"yes",14.385,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T13:18:03.915780Z","",""
544,1062,"1","","","","2025-09-11T13:19:14.993380Z","","","ESOM","","","Coraz bardziej irytuje mnie wszechobecne już wyrażenie ""mówiąc kolokwialnie"". Mam podejrzenie graniczące z pewnością, że najchętniej używają go osoby, które wysłowić się inaczej i tak nie umieją.#polszczyzna",5586,"yes",6.033,"WORD","","","QUAL","","","NEG","NO","CONS","2025-09-11T13:19:14.993489Z","",""
545,1063,"1","","","","2025-09-11T13:20:17.787263Z","DCLN","","","","","Na marginesie konkursu #Chopin2020 mam nadzieję, że wciąż wolno pisać Choziajnow, Awdiejewa, a może nawet Czajkowski. #polszczyzna",5587,"yes",60.555,"WORD","","","","","SARC","NEG","NO","","2025-09-11T13:20:17.787293Z","",""
546,1064,"1","","COR","","2025-09-11T13:21:35.906313Z","","","","","","Może zechciałby doktor @użytkownik, poświęcić któryś PCJ zasadzie wyodrębniania wołacza przecinkiem, żeby prostactwo wiedziało, że należy pisać „Milcz, chamie!”. Podłoże emocjonalnej pyskówki politycznej może stać się płaszczyzną upowszechniania wiedzy o #polszczyzna.",5588,"yes",76.251,"{""choices"":[""PHEN"",""WORD""]}","OFF","","QUAL","","","NEG","MENTION","CONS","2025-09-11T13:21:35.906360Z","",""
547,1065,"1","","","","2025-09-11T13:21:57.169723Z","","","","CIT","","Werdykt został podjęty. #nagrodanike #torbicka #polszczyzna",5589,"yes",16.715,"WORD","","","","","","NEG","MENTION","","2025-09-11T13:21:57.169752Z","",""
548,1066,"1","","","","2025-09-11T13:22:14.225677Z","","","","","","#polszczyzna PrzepraszamPanowie wciąż bez...",5590,"no",14.923,"","","","","","","","","","2025-09-11T13:22:14.225713Z","",""
549,1067,"1","","","","2025-09-11T13:22:21.820692Z","","","","","","Za chwilę Wyczesane rozmowy. Zapraszam. @użytkownik. #polszczyzna",5591,"no",5.894,"","","","","","","","","","2025-09-11T13:22:21.820719Z","",""
551,1068,"1","","","","2025-09-11T13:23:04.123985Z","","","","CIT","","W @użytkownik J. Żakowski z sekretarzynią @użytkownik o „wnykach Błaszczaka”.Sprawa ważna. #polszczyzna",5592,"yes",35.146,"WORD","","","","","","NEU","MENTION","","2025-09-11T13:23:04.124024Z","",""
552,1069,"1","","","","2025-09-11T13:23:23.568691Z","","","","","","Chętnie rozpętałbym dużą dyskusję o (nie)odmienności nazwisk dwuczłonowych. #polszczyzna Na rozgrzewkę pytam:A Państwo znają",5593,"yes",17.506,"{""choices"":[""PHEN"",""INVIS""]}","","","","QSUR","","NEU","DIRECT","","2025-09-11T13:23:23.568720Z","",""
553,1070,"1","","","","2025-09-11T13:23:30.573559Z","","","","","","Około 9.40 będą w @użytkownik Wyczesane rozmowy. Zapraszam. #polszczyzna",5594,"no",4.955,"","","","","","","","","","2025-09-11T13:23:30.573590Z","",""
554,1071,"1","","","","2025-09-11T13:23:51.914167Z","","","","","","Co to są PŁYWKI? Nie pytam biologów. #polszczyzna",5595,"yes",19.37,"WORD","","","","QSUR","","NEU","MENTION","","2025-09-11T13:23:51.914203Z","",""
555,1072,"1","","","","2025-09-11T13:24:55.118538Z","","","","CIT","","Publiczność wypełniona po brzegi. #polszczyzna #Sopot",5596,"yes",61.461,"WORD","","","","","","NEG","NO","","2025-09-11T13:24:55.118622Z","",""
556,1073,"1","","","","2025-09-11T13:25:14.014182Z","","","","","","Argusowe OCZY lub OKO.Zapraszam do @użytkownik Za chwilę Wyczesane rozmowy.#polszczyzna #idioms",5597,"yes",16.866,"WORD","","","","QSUR","","NEU","MENTION","","2025-09-11T13:25:14.014216Z","",""
557,1074,"1","","","","2025-09-11T13:25:35.534867Z","","","","","","A jak u Państwa nazywa się tarnina, jej owoce i wszelkie inne kolące krzaki? #polszczyzna",5598,"yes",19.338,"{""choices"":[""WORD"",""INVIS""]}","","","","QSUR","","NEU","DIRECT","","2025-09-11T13:25:35.534899Z","",""
559,1075,"1","","","","2025-09-11T13:26:02.960052Z","","","","","FACT","wiec ponoc ""spac"" i ""sypac"" sa spokrewnione bo kiedy spisz jestes jak zasypany #polszczyzna",5599,"yes",25.109,"WORD","","","","","","NEU","NO","","2025-09-11T13:26:02.960104Z","","JOKE"
560,1076,"1","","","","2025-09-11T13:26:27.411137Z","","","","","","Dziś burzowy czwartek. Najlepszy moment, by Wyczesane rozmowy @użytkownik poświęcić słowu dunder i pokrewnym. #polszczyzna",5600,"yes",19.346,"WORD","","OTHER","","","","NEU","MENTION","","2025-09-11T13:26:27.411215Z","",""
561,1077,"1","","","","2025-09-11T13:26:39.773810Z","","","","","","Co to są bobinki? Czym się różnią od szpulek? Pomocy! #polszczyzna",5601,"yes",10.08,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T13:26:39.773850Z","",""
562,1078,"1","","","","2025-09-11T13:27:09.161498Z","","","","","","Piątkowy pytajnik językowy. Duża czy mała litera? #polszczyzna #ortografiaJest np. Franciszek. Jeśli ktoś robi to zgodnie z jego myślą, tak, jak on, to robi to",5602,"yes",27.445,"INVIS","","","","QSUR","","NEU","NO","","2025-09-11T13:27:09.161534Z","",""
563,1079,"1","","","","2025-09-11T13:27:31.747810Z","","","","","","Ludzie Północy (Polski)! Jak wymawiacie nazwę Gietrzwałd? Tak bardziej dźwięcznie czy świszcząco? #polszczyzna",5603,"yes",20.744,"WORD","","","","QSUR","","NEU","MENTION","","2025-09-11T13:27:31.747841Z","",""
564,1080,"1","AEST","COR","","2025-09-11T14:57:06.805787Z","","","","","","Tłumacz z rosyjskiego w @użytkownik: „co dotyczy się” (2 razy!). #polszczyzna",5604,"yes",40.378,"WORD","","","","","","NEG","MENTION","","2025-09-11T14:57:06.805817Z","",""
565,1081,"1","","","","2025-09-11T14:57:16.585647Z","","","","","","Dlaczego skandują Kon-rad Fio-łek? #polszczyzna #Rzeszów",5605,"no",7.813,"","","","","","","","","","2025-09-11T14:57:16.585675Z","",""
566,1082,"1","","","","2025-09-11T14:57:36.379364Z","","","","","","Palec i #polszczyzna. Igła wbiła mi się w",5606,"yes",18.083,"{""choices"":[""WORD"",""INVIS""]}","","","","QSUR","","NEU","NO","","2025-09-11T14:57:36.379398Z","",""
567,1083,"1","","COR","","2025-09-11T14:58:15.980901Z","","","","","","Zróbmy z tym raz na zawsze porządek:w dupie, w rowie, w cudzysłowiea niew dupiu, w rowiu, w cudzysłowiu :)#polszczyzna",5607,"yes",37.625,"WORD","OFF","","","","SARC","NEG","NO","","2025-09-11T14:58:15.980950Z","",""
568,1084,"1","","","","2025-09-11T14:58:41.237888Z","","","","","","O składnię idzie, nie o marzenia. #polszczyzna Podaj cechy właściwe",5608,"yes",23.458,"{""choices"":[""PHEN"",""INVIS""]}","","","","QSUR","","NEU","DIRECT","","2025-09-11T14:58:41.237916Z","",""
571,1085,"1","","","","2025-09-11T14:59:07.791587Z","","","","CIT","","Proszę mieć gdzieś z tyłu te argumenty. #polszczyzna @użytkownik",5609,"yes",24.874,"WORD","","","","","","NEG","MENTION","","2025-09-11T14:59:07.791616Z","",""
572,1086,"1","","","","2025-09-11T14:59:35.958455Z","","","","","","#polszczyzna Słoń w składzie porcelany to:",5610,"yes",26.561,"{""choices"":[""WORD"",""INVIS""]}","","","","QSUR","","NEU","NO","","2025-09-11T14:59:35.958485Z","",""
573,1087,"1","","COR","","2025-09-11T15:00:24.010842Z","","","","","","Mam uprzejmą prośbę:Dziś jest pierwszy maja (w domyśle ""dzień""), a nie pierwszy maj. (Jest tylko jeden maj w roku).Dziękuję : lekko uśmiechnięta twarz :#polszczyzna",5611,"yes",46.486,"WORD","","","","","","NEG","NO","","2025-09-11T15:00:24.010868Z","",""
574,1088,"1","","COR","","2025-09-11T15:01:10.364218Z","","","","","","Nie wiem, czy uznać to za miot, czy za pomiot:""...przesłuchanie w charakterze świadka osoby lub osób zarządzających przedmiotowym podmiotem na okoliczność...""Dobrze, że ""przedmiotowym podmiotem"" a nie ""podmiotowym przedmiotem...""#Polszczyzna",5612,"yes",41.741,"WORD","","","","","SARC","NEG","NO","","2025-09-11T15:01:10.364247Z","",""
575,1089,"1","","","","2025-09-11T15:01:36.157105Z","","","","","","Dziś #polszczyzna nowsza niż dzieła ks. Wujka.Co się robi z BEKĄ (w sensie śmiania się z kogoś lub czegoś)?",5613,"yes",23.453,"{""choices"":[""WORD"",""INVIS""]}","","","","QSUR","","NEU","NO","","2025-09-11T15:01:36.157135Z","",""
576,1090,"1","","","","2025-09-11T15:01:44.070776Z","","","","","","Dziś w @użytkownik Wyczesane rozmowy. Zapraszam na 9.40. #polszczyzna #frazeologia",5614,"no",5.084,"","","","","","","","","","2025-09-11T15:01:44.070856Z","",""
577,1091,"1","","","","2025-09-11T15:02:02.828923Z","","","","","","A Państwo jak by napisali? Chodzi o wielkość liter. Wielokropek z powodu ograniczenia liczby znaków w wersie. #polszczyzna",5615,"yes",16.998,"INVIS","","","","QSUR","","NEU","DIRECT","","2025-09-11T15:02:02.828951Z","",""
578,1092,"1","","","","2025-09-11T15:02:20.592622Z","","","","","","Zaczynamy czterOMA obrońcami. #POLAND #polszczyzna",5616,"yes",11.877,"WORD","","","","","","NEG","NO","","2025-09-11T15:02:20.592667Z","MOCK",""
579,1093,"1","","","","2025-09-11T15:02:31.634718Z","","","","","","Co to jest REPETA? A w Poznaniu? #polszczyzna",5617,"yes",9.171,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T15:02:31.634752Z","",""
580,1094,"1","","","","2025-09-11T15:03:13.368249Z","","","","","FACT","Ciekawe: kolokacja ""cel modlitwy"" pojawia się w korpusie języka polskiego częściej niż kolokacja „cel polityki”. Jak to skomentować? (Pomijając komentarz oczywisty: język jest niewyczerpanym źródłem wiedzy o jego użykownikach.) #polszczyzna #demokracja #religia",5618,"yes",40.214,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T15:03:13.368279Z","",""
581,1095,"1","","","","2025-09-11T15:04:29.667851Z","DCLN","","","","","Jeśli ktoś nie ma dość słuchania o pandemii i koronazmianach w języku, to może włączyć @użytkownik.  Już za moment mam coś na ten temat rzec w audycji. Wiedza o społeczeństwie. #polszczyzna",5619,"yes",74.43,"PHEN","","","","","","NEU","MENTION","","2025-09-11T15:04:29.667887Z","",""
582,1096,"1","","","","2025-09-11T15:04:50.755768Z","","","","","","Jak się u Was zdrabnia imię KAZIMIERZ? #polszczyzna",5620,"yes",19.309,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-11T15:04:50.755797Z","",""
583,1097,"1","","","","2025-09-11T15:05:03.964592Z","","","","","","Charzykowy. #polszczyzna Może by pojechać do:",5621,"yes",11.277,"INVIS","","","","QSUR","","NEU","NO","","2025-09-11T15:05:03.964637Z","",""
584,1098,"1","","","","2025-09-11T15:06:05.658707Z","","","ESOM","","","Są ludzie, którzy nienawidzą przecinków. Kiedyś napiszę taki kryminał, który zatytułuję „Ludzie, którzy nienawidzili przecinków”. #polszczyzna",5622,"yes",59.471,"PHEN","","","","","SARC","NEG","NO","CONS","2025-09-11T15:06:05.658737Z","",""
585,1099,"1","","","","2025-09-11T15:06:38.000845Z","","","","","","To jak mówił trener Kazimierz Górski? #polszczyzna Linki mile widziane.",5623,"yes",16.177,"INVIS","","","","QSUR","","NEU","MENTION","","2025-09-11T15:06:38.000924Z","",""
587,1100,"1","","COR","","2025-09-11T15:07:30.604280Z","","","","","",": czerwone koło  : Panie rzeczniku @użytkownik... Wyszczepić to można lisy w @użytkownik. Ludzi się szczepi lub można ich zaszczepić.#polszczyzna #SzczepimySię #Andrusiewicz",5624,"yes",49.598,"WORD","","","","","","NEG","{""choices"":[""DIRECT"",""MENTION""]}","","2025-09-11T15:07:30.604309Z","",""
588,1101,"1","","COR","","2025-09-11T15:08:06.722460Z","","","","","","""Wszystkim koordynują tutaj  żołnierze WOT"" - przed chwilą w TVP Info. Dlaczego publiczna telewizja zatrudnia ludzi, którzy nie potrafią poprawnie wysłowić się po polsku?#polszczyzna",5625,"yes",34.112,"WORD","","","QUAL","","","NEG","MENTION","CONS","2025-09-11T15:08:06.722490Z","",""
589,1102,"1","","","","2025-09-11T15:08:19.113588Z","","","","","","Czy musztarda to sos? #polszczyzna się zmienia",5626,"yes",10.612,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T15:08:19.113633Z","",""
590,1103,"1","","","","2025-09-11T15:08:30.860988Z","","","","","","Złapałem opóźnienie, więc piątkowa sonda w sobotę. #polszczyznaJak i gdzie się mówi:",5627,"yes",9.107,"INVIS","","","","QSUR","","NEU","NO","","2025-09-11T15:08:30.861035Z","",""
591,1104,"1","","","","2025-09-11T15:08:44.828513Z","","","","","","Czy ktoś z Państwa zetknął się ze słowem SZTRABANCEL?#polszczyzna #Lwów #bałak",5628,"yes",11.373,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-11T15:08:44.828562Z","",""
592,1105,"1","","COR","","2025-09-11T15:09:30.696911Z","","","","","","#Łódź niezmiennie podnieca się tym, kto ma czytać komunikaty w autobusach, tymczasem człowiek pierwszy raz od dziesięciu lat wsiada do @użytkownik i na dzień dobry witamy jest bełkotem: ""następny przystanek akłapark wody raj"". Akwa-, jak akwarium, akwaforta! Akwapark!#polszczyzna",5629,"yes",43.961,"WORD","","","","","","NEG","MENTION","CONS","2025-09-11T15:09:30.696942Z","",""
593,1106,"1","AEST","","","2025-09-11T15:09:55.372337Z","","","","","","Piątkowa zgadywanka. Czy kulturalna #polszczyzna jest nam znana? Sprawdzamy tylko własną świadomość.BUŁAT to",5630,"yes",22.299,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T15:09:55.372366Z","",""
594,1107,"1","","COR","","2025-09-11T15:10:44.154860Z","DCLN","","","","","Czy młode pokolenia nie znają onomatopei ""chlip"", czy jej nie lubią, więc wymyśliły ""płak""? : twarz z podniesioną brwią  : #polszczyzna #neologizm #slang",5631,"yes",46.438,"WORD","","","","","","NEG","MENTION","","2025-09-11T15:10:44.154889Z","",""
596,1108,"1","","","","2025-09-11T15:11:18.545949Z","","","","","","Zdarza się, że ludzie chodzą po lodzie na Morskim Oku. Jakie jest Morskie Oko? Zamarznięte. Czy i gdzie słyszeli Państwo inne formy? #polszczyzna #dialektologia #fonetyka #wariantywność",5632,"yes",29.477,"{""choices"":[""PHEN"",""WORD"",""INVIS""]}","","","","QSUR","","NEU","DIRECT","","2025-09-11T15:11:18.545980Z","",""
597,1109,"1","","COR","","2025-09-11T15:11:58.802363Z","","","","","","#Polszczyzna zweryfikuje być może skuteczność medycyny i ludzką odporność: jeżeli za parę lat będziemy jeszcze pisali #Covid19, to pewnie w czasie przeszłym. Ale jeśli choroba pozostanie z nami w czasie teraźniejszym, to pisownia #kowid powinna być dopuszczalna.",5633,"yes",38.302,"WORD","","","","","","NEU","NO","","2025-09-11T15:11:58.802430Z","",""
598,1110,"1","","","","2025-09-11T15:12:15.612681Z","","","","","","Też mnie bardzo martwi zamknięcie galerii. To oznacza, że miłośnikom sztuki pozostaje już tylko sztuka sakralna, a ta nie zawsze jest w Polsce najwyższego lotu. Na dodatek typowe dla niej przestrzenie wystawiennicze wieją grozą wiecznego potępienia. #galerie #polszczyzna",5634,"no",14.436,"","","","","","","","","","2025-09-11T15:12:15.612716Z","",""
599,1111,"1","","COR","","2025-09-11T15:12:44.737924Z","","","","","","Szanowni pracownicy mediów, Donald Trump podaje (nie ""poddaje""!) wynik wyborów w wątpliwość.Dziękuję za uwagę.#polszczyzna",5635,"yes",26.915,"WORD","","","","","","NEG","MENTION","","2025-09-11T15:12:44.737952Z","",""
600,1112,"1","","","","2025-09-11T15:13:21.623950Z","","","","","","Czy ktoś, kto wychodzi NA FAJKA, może mi wyjaśnić, czy to sugeruje, że istnieje rzeczownik męski ?(ten) FAJEK ‘papieros’? #polszczyzna Czy śląska sekcja Twittera ma jakiś swój pogląd na ten temat?",5636,"yes",34.547,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T15:13:21.623978Z","",""
601,1113,"1","","","","2025-09-11T15:13:37.529262Z","","","","","","Czy znają Państwo słowo HEDONICZNY? Czym się różni od bardziej zadomowionego „hedonistyczny”? #polszczyzna",5637,"yes",14.06,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-11T15:13:37.529298Z","",""
602,1114,"1","","","","2025-09-11T15:14:50.882877Z","","","","","","Piątek, więc pytanie. #polszczyzna Jak się nazywa(ł) długi kij z małym kapturkiem do gaszenia umieszczonych wysoko świec ołtarzowych w kościele? Dane geograficzne i opisy mile widziane.",5638,"yes",71.755,"INVIS","","","","QSUR","","NEU","NO","","2025-09-11T15:14:50.882905Z","",""
603,1115,"1","","COR","","2025-09-11T15:15:59.688094Z","","","","","","Mówi @użytkownik w @użytkownik o inkluzywnej, czyli włanczającej strategii + mapa drogowa radzenia sobie w niepewnym świecie. #polszczyzna menedżersko-thinktankowa",5639,"yes",66.625,"WORD","","","","","","NEG","MENTION","CONS","2025-09-11T15:15:59.688124Z","",""
604,1116,"1","","","","2025-09-11T15:16:56.159521Z","","","","","","Znaleziono uchybienia NA Słowenii (@użytkownik w @użytkownik). Czyli nie jest to tylko jednego z bohaterów serialu „Ucho prezesa”. #polszczyzna",5640,"yes",49.084,"WORD","","","","","SARC","NEG","MENTION","","2025-09-11T15:16:56.159553Z","MOCK",""
605,1117,"1","","","","2025-09-11T15:17:25.492437Z","","","","CIT","","Branża współistniejąca. @użytkownik #polszczyzna",5641,"yes",26.682,"WORD","","","","","","NEG","NO","","2025-09-11T15:17:25.492467Z","",""
606,1118,"1","","","","2025-09-11T15:17:48.395488Z","","","","","FACT","A kto by myślał, że małpiszon to takie śmieszne słowo na śmieszną małpę, niech się dowie, że w XVI wieku i dużo później MAŁPA to mieszkanka zamtuza, gamratka, mercha i wszetecznica. #polszczyzna",5642,"yes",20.65,"WORD","","","","","","NEU","NO","","2025-09-11T15:17:48.395516Z","",""
607,1119,"1","","","","2025-09-11T15:18:13.597667Z","","","","","","Karałbym za DEDYKOWANIE antyterrorystów do działań wobec demonstrujących. #polszczyzna",5643,"yes",22.974,"WORD","","","","","","NEG","NO","CONS","2025-09-11T15:18:13.597695Z","MOCK",""
608,1120,"1","","","","2025-09-11T15:18:20.247902Z","","","","","","a dwie minuty Wyczesane rozmowy @użytkownik Zapraszam #polszczyzna",5644,"no",4.669,"","","","","","","","","","2025-09-11T15:18:20.247952Z","",""
609,1121,"1","","COR","PATR","2025-09-11T15:18:54.070859Z","","","","","","Któryś raz dzisiaj słyszę w .@użytkownik ""na rogu Nowego Świata"". Halo, ""Nowego Światu"" się mówi. To nie planeta, tylko ulica. #polszczyzna 11 Listopada (i nie tylko wtedy) patrioci mówią poprawnie po polsku :)",5645,"yes",32.132,"WORD","","","","","","NEG","MENTION","","2025-09-11T15:18:54.070910Z","",""
610,1122,"1","","","","2025-09-11T15:19:50.478888Z","","","","","","Biznes vs. humanistyka na konferencji prasowej @użytkownik. Pani prezes @użytkownik ""włancza"" i ""włancza"".#polszczyzna",5646,"yes",54.434,"WORD","","","","","","NEG","MENTION","CONS","2025-09-11T15:19:50.478918Z","",""
611,1123,"1","","","","2025-09-11T15:20:02.714766Z","","","","","","Zapraszam na 9.35 do @użytkownik. Będę wskrzeszał zapomniany frazeologizm. #polszczyzna #WyCZESanerozmowy",5647,"no",7.362,"","","","","","","","","","2025-09-11T15:20:02.714795Z","",""
612,1124,"1","","","","2025-09-11T15:20:45.890676Z","","","","","","Czy można się NAPAWAĆ jagnięciną? #polszczyznaInspiracja: polskie tłumaczenie #JohnOliver @użytkownik",5648,"yes",40.644,"WORD","","","","QSUR","","NEG","MENTION","","2025-09-11T15:20:45.890912Z","MOCK",""
613,1125,"1","","","","2025-09-11T15:20:58.902911Z","","","","","","Co to jest fifrak? #polszczyzna",5649,"yes",10.874,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T15:20:58.902941Z","",""
614,1126,"1","","COR","","2025-09-11T15:21:26.012203Z","","","","","",": czerwone koło  : Donald i Melania mają - kogo? co? - koronawirus. Accusativus.#media #polszczyzna",5650,"yes",25.036,"{""choices"":[""PHEN"",""WORD""]}","","","","","","NEG","MENTION","","2025-09-11T15:21:26.012232Z","",""
